id,username,password,userType
1906,quTMIq2x,"nsig9,sR#q-o.6wQ",1
1907,qGHUylZb,jojn=AQBg4*cW5T*,1
1908,YvtqIzK5,<55q7/G]U]sWg#DA,1
1909,PEZ5aAiA,U;n{Qy)6]4GR499m,1
1910,A7cZ2Tex,s){6}^.N4rKxn]oU,2
1911,QtRhVoSS,1FS0aj#I=HL*;DRG,1
1912,CyrZ9jtN,&A=>9sLK1=Fvk4O_,1
1913,8SyhkRr8,"sd(Su:{da=,2SNNe",2
1914,3vWD7uRd,M)u%_%C2%CP_-A(0,2
1915,3Za7SflV,+2ZT8[oCG3icE6bq,1
1916,GKk4ns3y,Vlj-PI*9k!4*8mDi,2
1917,JcVHt4KD,z<+1SWcR5X}IH?iJ,2
1918,lOqJ3RiP,4tJt_H@3))<I>YRp,2
1919,RhwQwBhz,eP;hVl8WV87*](/e,2
1920,ecg9jFXY,R6Z<C<SyR:+m-f0*,2
1921,wnAxN0Ul,/ec9$gRr+xne]ms7,2
1922,l5kcsFZh,GAs1^=MuyHFZR;J{,2
1923,tSXLSsde,>7;-BEGmug5TwU]7,2
1924,R2LezJTH,"&J7/SjsaTD?[{3?,",1
1925,uq1DbjTb,*p7l+Gk8)0Hb?]1g,2
1926,MAuPIlKX,6jMj0jW^/g(cSXvN,2
1927,bHU16Bh6,1?Ff.u&8A|jgH|Si,2
1928,Tf9ve7Tn,RAf3B-h^VPr)y4e&,2
1929,NUz60DZX,h4r({b3U/khC5X{9,2
1930,ZGED388o,2GS}wXdwp[e;T5Pi,2
1931,93OwUycN,h&m[#VAJ+w+xnR65,2
1932,XhAhzQX0,9>s/$3@708pbJnMG,2
1933,w0wEV8nQ,evVU@eT0pP0vUehK,2
1934,bMtp3nK1,g5m0Smt%8+RVc:#H,1
1935,spbHnSUs,y[pD:x9SWplUR+LP,1
1936,NulocH5H,o}*Y8]M8gGkS/wJ},2
1937,8jd4dGqx,UTMR+5j-s3!xrH[m,2
1938,Bl5sSgJX,4FQ<^I$Q#=5s86t%,2
1939,ITDrfPG6,".@I3>,wVc-8dc;*V",1
1940,7DhpESay,q+e?E53{)XqPK!fB,2
1941,4RLb2mfK,^1pJ0c7?5e/C_$!.,1
1942,YjDSWxTp,6;5r8mGL:<z7}OG|,1
1943,dSb9h4WP,"^Aqlz7$rT%U,1fI]",2
1944,GHkamQ8p,H]^5o4@p%@>mzFQU,2
1945,dLoDzpgC,nK_6$y:Xgu%KE>B2,1
1946,b4EKGyNS,fp=InZ1Q)6iqP+b2,1
1947,NyP5VXIu,P_uaS{)@7+thzafk,1
1948,cYQhubHr,F=#^>v<CC2_4{$u^,1
1949,AC0BnB02,)A!qkAR1Xb4Vhcn^,1
1950,AFgg3NlT,rW8_A#eSU/K.s@bI,1
1951,VLNjVKvD,"t*I.NOXBBw<LB,0@",2
1952,9FIp92KC,y5.xN-e#;xC0V&<1,1
1953,8WcKPQ0P,ogaVw2BltJ9#C!7o,2
1954,XU1BIQUk,sSGH0rU&545?6-7[,1
1955,idjSpLUh,uesx!2ZtY1D>y|uU,1
1956,dvVfoJCm,018&:z0;FSRv1]eF,2
1957,LTBPj8n6,0JXfF>+miteW=;5r,2
1958,ZYHM9plu,">|#CJ6s=l,x(r80c",2
1959,BRD5oQzs,U.BQ[q.Txh?6az#;,2
1960,9bBK7LpN,gM2%|$hRO1Y7+N5(,1
1961,D5mBqrcH,kQ?2W>=}zjCnH5:c,1
1962,egndXndW,*4|aDa=|_w5=[wa],1
1963,8G5IDakA,;g8PReyyy-?lm5Ym,1
1964,P27ukuxp,3{a(h/9RVUHCpk8x,1
1965,RGLajhJt,"_?&,9znKI?:5E|kR",1
1966,WURpTQp8,tN6sjDN2&a{gXSEb,1
1967,OBBdtkkg,",#T1I6v5&XX3i}?E",1
1968,vEdsi4y7,Mjk=3%gypsT&tfzi,1
1969,0sObnm3v,oMK<.oaaoOV.32O/,2
1970,zKWfV8wR,(?7sxvl.#eWS<(Fk,1
1971,P5E7ldWj,N@g<#cy3C[p]:.yv,2
1972,WjXOKxbF,h#n!lv1V8N?r%c?%,1
1973,cUB65tUM,+cNE]Plw|x(9;;GM,1
1974,pfU3YDbN,"1z,Ug|cS[x;aY7i}",1
1975,wXmzthdA,1;f_ez1LxF)#CqP4,1
1976,qgVtu8XT,sEBAJ9O2q}=(cpUk,2
1977,6tJBEwdC,o[wzY##kVfo2o8;C,1
1978,tfK4MeZC,9^}#|CJQK7_P3:ca,1
1979,ANSmmDeD,I!&<nl28eB2twgF3,2
1980,gbwckyjE,Gs)#+}1StfE9LChn,1
1981,bhzuhG9L,B[KhjIUv3*LIXA<T,1
1982,cyhBzHSr,d8Ie7ALK$XhnR4sS,2
1983,ELX3GgdI,-O;3NwStAEe_NAha,2
1984,acYaGWPm,ZOpm5-P/=NE(GKhS,1
1985,NWed89o5,OKoPE&S1vquEd6?I,1
1986,I5aCaRBT,:+SsO)3flcxqCL-P,2
1987,BoxAJQ5D,3wZ6bs$f^[/!92%:,1
1988,liRJsJXz,gvYd!VEpCDO3_!Lx,1
1989,z3ExjOmb,O[%(6=[/Y:/krLB@,1
1990,bY135dT4,Ve34lt%/d!5)=ImJ,2
